,multi_color,PROLIFIC_PID,90,180
0,Monochrome,1,1172.9417266187052,1759.1051094890515
1,Monochrome,3,2062.372580645161,2034.7656488549617
2,Monochrome,5,848.0592307692309,1050.4448818897645
3,Monochrome,8,1730.0396825396826,1879.9568000000008
4,Monochrome,9,1193.3166666666666,1235.4745762711864
5,Monochrome,13,1205.9322033898316,1476.3925000000006
6,Monochrome,21,1155.6717391304344,1658.0856060606068
7,Monochrome,22,934.2962962962963,1362.9179104477612
8,Monochrome,23,670.4875000000001,638.0761904761903
9,Monochrome,28,927.6269841269843,940.9572580645159
10,Monochrome,29,1586.65681818182,2541.990909090909
11,Monochrome,31,661.9915254237286,742.6718181818184
12,Monochrome,34,2434.056692913388,3425.1763779527564
13,Monochrome,36,1127.3697478991598,1045.883870967742
14,Monochrome,37,696.3666666666663,742.8743119266053
15,Monochrome,38,838.3893442622948,754.5114035087723
16,Monochrome,40,1497.7801470588224,1327.387769784172
17,Monochrome,41,721.3762962962961,891.0356060606055
18,Monochrome,42,1882.0468253968256,3148.7438596491243
19,Monochrome,43,2686.3711267605636,3408.4264705882388
20,Monochrome,48,1009.0508333333333,1065.9433628318586
21,Monochrome,49,236.37333333333333,236.36594202898553
22,Monochrome,50,1189.076978417267,2534.099166666667
23,Monochrome,52,221.60220588235288,231.73550724637687
24,Monochrome,53,1326.034108527132,1270.9512396694217
25,Monochrome,55,1209.1777777777784,2360.2684615384615
26,Monochrome,56,967.7354838709682,1103.5537190082648
27,Monochrome,57,1514.3683760683762,1652.4793650793656
28,Monochrome,60,960.5467625899281,933.2536231884058
29,Monochrome,61,1360.3176923076915,791.3145985401459
30,Monochrome,65,1224.6869230769234,1493.971074380166
31,Monochrome,66,1274.4416666666664,1740.3843283582084
32,Monochrome,67,2026.8243478260872,2645.735483870968
33,Monochrome,68,368.0186274509802,368.89908256880716
34,Monochrome,69,1007.2058394160584,1711.7296875
35,Monochrome,72,1706.9460317460323,1774.2017241379306
36,Monochrome,73,2149.96074074074,3185.3928571428587
37,Monochrome,75,933.5503759398496,942.1574803149609
38,Monochrome,79,1837.2290909090905,1902.3579439252346
39,Monochrome,80,891.1346153846154,984.7289062499996
40,Monochrome,83,948.32,1235.109243697479
41,Monochrome,85,628.9157894736844,873.6845588235294
42,Monochrome,90,1200.332330827067,1367.4291970802917
43,Monochrome,92,601.9106870229006,686.1908333333333
44,Monochrome,93,198.9421052631579,231.72877697841722
45,Monochrome,94,1227.6507936507942,1743.501709401709
46,Monochrome,99,674.6632812500001,649.8703124999998
47,Monochrome,103,4163.692436974789,5199.55052631579
48,Monochrome,106,1299.0745614035086,1291.6186915887854
49,Monochrome,109,496.3190082644628,492.5774193548387
50,Monochrome,110,3105.7730434782607,4527.420192307692
51,Monochrome,113,1133.8363636363638,1198.7090909090914
52,Monochrome,114,3955.513846153846,4404.676271186442
53,Monochrome,116,1029.316666666667,1499.8779661016947
54,Monochrome,122,283.35742574257426,279.7666666666666
55,Monochrome,124,2072.8847826086953,2759.0007352941184
56,Monochrome,125,1274.8931297709923,1493.0503597122301
57,Monochrome,126,1113.0224299065424,1120.468867924529
58,Monochrome,127,1658.9483870967742,1779.931111111112
59,Monochrome,128,1647.3008928571423,1469.079365079365
60,Monochrome,129,518.0032786885247,448.3977443609021
61,Multichrome,0,1629.8888888888894,1693.7999999999995
62,Multichrome,2,1489.9343511450384,1797.1711864406789
63,Multichrome,4,1750.2237288135595,1907.6584745762714
64,Multichrome,6,2030.3655999999999,2428.680869565216
65,Multichrome,7,1424.5582089552238,2081.0169230769234
66,Multichrome,10,842.6338709677423,819.7984615384611
67,Multichrome,11,1339.9469696969697,1762.3252032520325
68,Multichrome,12,1563.05948275862,2005.6185840707967
69,Multichrome,14,1548.6225225225214,2706.0628571428597
70,Multichrome,15,2895.372592592592,3830.9139705882358
71,Multichrome,16,1039.2511811023621,913.6646017699118
72,Multichrome,18,965.0839694656493,1693.9746031746033
73,Multichrome,19,936.5,944.4812030075188
74,Multichrome,20,595.4570247933882,599.6857142857142
75,Multichrome,24,2785.772463768116,3851.182222222223
76,Multichrome,25,1683.5620689655175,2452.5627272727274
77,Multichrome,27,1559.5569343065686,1669.4507352941177
78,Multichrome,32,467.49519230769215,499.8174757281552
79,Multichrome,33,1078.5769841269844,1429.1504201680666
80,Multichrome,35,662.663970588236,700.9867647058824
81,Multichrome,39,2338.3449612403106,3619.40756302521
82,Multichrome,44,740.9313432835824,705.2032786885245
83,Multichrome,45,886.0365853658536,1158.2708955223877
84,Multichrome,46,3746.890983606557,4005.896800000001
85,Multichrome,47,2178.6417910447763,2327.891472868217
86,Multichrome,51,92.16014492753622,90.98913043478258
87,Multichrome,58,1062.416296296297,1194.2824427480916
88,Multichrome,59,1871.6315789473683,2509.0
89,Multichrome,62,1026.7169491525422,1098.8426229508198
90,Multichrome,63,1251.6818181818182,2156.8348837209314
91,Multichrome,64,1981.5261194029838,2700.4720000000007
92,Multichrome,70,1324.3696078431367,1402.7380952380952
93,Multichrome,76,415.5247524752474,483.9736363636362
94,Multichrome,77,957.8609090909092,863.4160377358487
95,Multichrome,78,1075.2836206896552,1181.8094827586212
96,Multichrome,81,728.3885714285711,652.2951923076926
97,Multichrome,84,1342.9097560975606,1599.4933333333327
98,Multichrome,86,529.2311926605503,622.6649122807019
99,Multichrome,87,2910.4146341463415,4760.0887096774195
100,Multichrome,88,2534.700000000001,2338.0876923076908
101,Multichrome,89,1970.1418181818185,2828.961111111112
102,Multichrome,91,1271.9327433628318,1176.013131313131
103,Multichrome,95,1592.7155172413793,2293.362068965517
104,Multichrome,96,2011.0144067796593,1760.9158878504672
105,Multichrome,97,1490.1345794392514,1897.8990740740726
106,Multichrome,98,1317.5328125000005,1987.556896551724
107,Multichrome,100,228.12573529411767,268.2139705882353
108,Multichrome,101,1881.8179856115105,2449.2189781021907
109,Multichrome,104,1267.524060150376,1660.729921259843
110,Multichrome,105,1564.738135593221,1617.2717948717946
111,Multichrome,107,2813.762711864407,3080.361344537815
112,Multichrome,108,1438.0709677419352,2031.4153153153152
113,Multichrome,111,2274.1227272727256,2319.622727272726
114,Multichrome,112,1641.8844660194175,1401.7309999999995
115,Multichrome,115,1879.4142857142854,2033.4104000000002
116,Multichrome,117,613.1733944954125,881.1081081081084
117,Multichrome,118,2165.4612903225807,2402.8209302325577
118,Multichrome,121,1087.1430894308942,1282.1648648648652
119,Multichrome,123,2606.1423076923083,2749.794074074075
